"","STATE","COUNTY","CITY","ADDRESS","DATE","LAT","LON"
"2270","ARKANSAS","WASHINGTON","SPRINGDALE","1506 THRUSH",2006-10-30,36.173001,-94.111657
"2271","ARKANSAS","WASHINGTON","SPRINGDALE","1701 WEST END S 61",2004-11-18,36.185104,-94.138521
"2272","ARKANSAS","WASHINGTON","SPRINGDALE","1810 PATTI",2004-06-04,36.183593,-94.156322
"2273","ARKANSAS","WASHINGTON","SPRINGDALE","18660 NORTH CEDAR GROVE",2006-03-28,36.22408,-94.011367
"2274","ARKANSAS","WASHINGTON","SPRINGDALE","1901 WEST SHADY GROVE",2006-08-04,36.185104,-94.138521
"2275","ARKANSAS","WASHINGTON","SPRINGDALE","19586 WAR EAGLE BLACKTOP",2006-03-03,36.209845,-94.004067
"2276","ARKANSAS","WASHINGTON","SPRINGDALE","2008 KIM D",2004-02-23,36.185104,-94.138521
"2277","ARKANSAS","WASHINGTON","SPRINGDALE","20343 SHERRY",2010-07-22,36.167168,-94.031829
"2278","ARKANSAS","WASHINGTON","SPRINGDALE","206 SOUTH BLAIR STREET",2008-04-15,36.183945,-94.133235
"2279","ARKANSAS","WASHINGTON","SPRINGDALE","20645 SOUTH VANZANT ROAD",2006-12-07,36.149565,-93.973283
"2280","ARKANSAS","WASHINGTON","SPRINGDALE","215 ALLEN",2011-08-31,36.182364,-94.132398
"2281","ARKANSAS","WASHINGTON","SPRINGDALE","2155 HARRY ST",2005-05-20,36.203395,-94.125513
"2282","ARKANSAS","WASHINGTON","SPRINGDALE","2158 ORCHARD C",2004-10-05,36.185104,-94.138521
"2283","ARKANSAS","WASHINGTON","SPRINGDALE","2305 DOGWOOD PLACE",2008-06-15,36.14454,-94.160963
"2284","ARKANSAS","WASHINGTON","SPRINGDALE","3068 BEAVER CREEK STREET",2008-01-29,36.157044,-94.107687
"2285","ARKANSAS","WASHINGTON","SPRINGDALE","3151 BRAXTON ST B",2004-04-22,36.174936,-94.097423
"2286","ARKANSAS","WASHINGTON","SPRINGDALE","3280 MAVEY LN",2004-08-27,36.185104,-94.138521
"2287","ARKANSAS","WASHINGTON","SPRINGDALE","3512 ACORN FALLS LANE",2008-04-15,36.153346,-94.12516
"2288","ARKANSAS","WASHINGTON","SPRINGDALE","354 ERIN PLACE",2008-06-27,36.181362,-94.106346
"2289","ARKANSAS","WASHINGTON","SPRINGDALE","3601 THOMPSON",2009-04-02,36.152991,-94.143869
"2290","ARKANSAS","WASHINGTON","SPRINGDALE","510 SOUTH WATER STREET",2007-10-09,36.180088,-94.126441
"2291","ARKANSAS","WASHINGTON","SPRINGDALE","513 MTN. VIEW ST",2005-01-06,36.178943,-94.126438
"2292","ARKANSAS","WASHINGTON","SPRINGDALE","5380 WALDEN RD",2005-01-27,36.185104,-94.138521
"2293","ARKANSAS","WASHINGTON","SPRINGDALE","703 CRUTHER ST A",2004-10-09,36.185104,-94.138521
"2294","ARKANSAS","WASHINGTON","SPRINGDALE","707 MEADOW W ST",2004-09-15,36.185104,-94.138521
"2295","ARKANSAS","WASHINGTON","SPRINGDALE","770 SOUTH 40TH STREET",2007-05-16,36.179234,-94.174532
"2296","ARKANSAS","WASHINGTON","SPRINGDALE","803 BETTY",2011-02-18,36.192147,-94.170378
"2297","ARKANSAS","WASHINGTON","TONTITOWN","1961 MAESTRI RD",2005-10-15,36.176446,-94.235164
"2298","ARKANSAS","WASHINGTON","WEST FORK","14590 WEST HWY 170",2007-06-22,35.904768,-94.224749
"2299","ARKANSAS","WASHINGTON","WEST FORK","17501 DRIPPING SPRINGS RD",2004-10-13,35.855424,-94.290897
"2300","ARKANSAS","WASHINGTON","WINSLOW","103 CASCADE W",2004-08-16,35.810224,-94.134254
"2301","ARKANSAS","WASHINGTON","WINSLOW","17157 MILLERS CHAPEL ROAD",2008-01-01,35.783138,-94.066816
"2302","ARKANSAS","WASHINGTON","WINSLOW","18688 BRENTWOOD MTN RD",2004-05-05,35.835552,-94.143764
"2303","ARKANSAS","WASHINGTON","WINSLOW","426 HWY 71 S HWY",2004-10-12,35.797595,-94.127531
"2304","ARKANSAS","WHITE","BALD KNOB","113 FIRE TOWER ROAD",2008-04-01,35.405521,-91.568756
"2305","ARKANSAS","WHITE","BALD KNOB","120 ALBERT HILL",2011-03-16,35.308358,-91.570768
"2306","ARKANSAS","WHITE","BALD KNOB","246 HUMES ROAD",2007-10-19,35.318006,-91.534994
"2307","ARKANSAS","WHITE","BALD KNOB","267 NEWELL ROAD",2008-07-25,35.355717,-91.557567
"2308","ARKANSAS","WHITE","BALD KNOB","289 PINE CREEK ROAD",2007-06-14,35.424462,-91.597676
"2309","ARKANSAS","WHITE","BALD KNOB","310 EAST JONES DRIVE",2006-01-09,35.377565,-91.63558
"2310","ARKANSAS","WHITE","BALD KNOB","515 STATE HWY 167",2013-04-03,35.308358,-91.570768
"2311","ARKANSAS","WHITE","BALD KNOB","603 SOUTH MAIN STREET",2006-08-24,35.30904,-91.565807
"2312","ARKANSAS","WHITE","BALD KNOB","640 STANLEY RD",2004-12-07,35.393883,-91.619477
"2313","ARKANSAS","WHITE","BALD KNOB","640 STANLEY RD",2006-01-20,35.393883,-91.619477
"2314","ARKANSAS","WHITE","BALD KNOB","640 STANLEY ROAD",2010-04-29,35.393883,-91.619477
"2315","ARKANSAS","WHITE","BEEBE","1110 GREEN MEADOW DRIVE",2008-09-16,35.058633,-91.886131
"2316","ARKANSAS","WHITE","BEEBE","313 GEORGIA",2010-11-07,35.070554,-91.876919
"2317","ARKANSAS","WHITE","BEEBE","326 GILLHAM RD 326 326",2006-01-11,35.071394,-91.989476
"2318","ARKANSAS","WHITE","BEEBE","471 SWINGING BRIDGE ROAD",2007-04-19,35.099373,-91.921067
"2319","ARKANSAS","WHITE","BRADFORD","161 VELVET RIDGE",2010-06-15,35.422404,-91.456419
"2320","ARKANSAS","WHITE","BRADFORD","402 EAST ELM STREET",2007-10-17,35.420984,-91.453253
"2321","ARKANSAS","WHITE","JUDSONIA","181 SALVAGE ROAD",2010-08-05,35.271843,-91.639666
"2322","ARKANSAS","WHITE","JUDSONIA","182 Y AND Y SALVAGE ROAD",2008-04-04,35.374086,-91.666062
"2323","ARKANSAS","WHITE","KENSETT","110 FIRST",2006-03-15,35.232409,-91.667056
"2324","ARKANSAS","WHITE","KENSETT","214 2ND STREET",2007-12-30,35.232307,-91.665422
"2325","ARKANSAS","WHITE","ROMANCE","103 BILLY MOON ROAD",2007-08-11,35.205943,-92.072906
"2326","ARKANSAS","WHITE","ROMANCE","231 WADLEY",2010-04-28,35.265479,-92.059476
"2327","ARKANSAS","WHITE","RUSSELL","150 OLD RUSSELL ROAD",2008-04-23,35.362145,-91.509434
"2328","ARKANSAS","WHITE","RUSSELLVILLE","152 WOLF HOLLOW ROAD",2007-09-21,35.278146,-93.133722
"2329","ARKANSAS","WHITE","SEARCY","105 ALLEN MOUNTAIN ROAD",2007-04-24,35.250783,-91.736336
"2330","ARKANSAS","WHITE","SEARCY","109 COLES",2006-04-20,35.292301,-91.798895
"2331","ARKANSAS","WHITE","SEARCY","110 COLLEGE S ST",2005-01-09,35.250783,-91.736336
"2332","ARKANSAS","WHITE","SEARCY","1210 WEST VINE STREET",2006-06-01,35.251995,-91.749494
"2333","ARKANSAS","WHITE","SEARCY","134 DIAMOND LANE",2008-02-21,35.414968,-91.733643
"2334","ARKANSAS","WHITE","SEARCY","2468 SOUTH 267 HIGHWAY",2006-01-13,35.250783,-91.736336
"2335","ARKANSAS","WHITE","SEARCY","2470 SOUTH 267 HIGHWAY",2006-01-24,35.250783,-91.736336
"2336","ARKANSAS","WHITE","SEARCY","303 CENTER STREET",2010-08-20,35.248705,-91.739725
"2337","ARKANSAS","WHITE","SEARCY","506 RIVERSIDE",2006-01-28,35.1254,-91.450306
"2338","ARKANSAS","WHITE","WEST POINT","966 STATE HWY 36",2010-03-04,35.204191,-91.608517
"2339","ARKANSAS","WOODRUFF","AUGUSTA","1850 WOODRUFF 874",2007-07-17,35.315859,-91.352227
"2340","ARKANSAS","WOODRUFF","PATTERSON","101 SOUTHWEST 2ND STREET",2006-09-20,35.257146,-91.23485
"2341","ARKANSAS","YELL","DANVILLE","12 12TH W ST 301",2005-07-11,35.054318,-93.393492
"2342","ARKANSAS","YELL","DARDANELLE","10246 WATER PLANT ROAD",2006-11-10,35.223419,-93.156601
"2343","ARKANSAS","YELL","DARDANELLE","10278 BIZZY LN",2004-04-29,35.223419,-93.156601
"2344","ARKANSAS","YELL","DARDANELLE","11145 BRABEC ROAD",2007-01-11,35.1811,-93.172929
"2345","ARKANSAS","YELL","DARDANELLE","11297 GUINN RIVER ROAD",2008-06-03,35.223419,-93.156601
"2346","ARKANSAS","YELL","DARDANELLE","410 LOCUST",2009-06-01,35.218287,-93.158916
"2347","ARKANSAS","YELL","DARDANELLE","427 COUNTRY RD",2004-01-07,35.223419,-93.156601
"2348","ARKANSAS","YELL","OLA","10370 SOUTH HIGHWAY 7",2008-06-08,35.032461,-93.223486
"2349","ARKANSAS","YELL","OLA","12142 TUCKER",2008-04-25,35.032461,-93.223486
"2350","ARKANSAS","YELL","OLA","302 5TH ST",2004-08-03,35.030592,-93.224773
"2351","ARKANSAS","YELL","PLAINVIEW","110 8TH",2011-07-26,34.993813,-93.294324
"2352","ARKANSAS","YELL","PLAINVIEW","401 TIPPY LANE",2007-06-17,34.989359,-93.29718
"2353","CALIFORNIA","ALAMEDA","BERKELEY","2240 9TH STREET",2008-07-19,37.864609,-122.293111
"2354","CALIFORNIA","ALAMEDA","CASTRO VALLEY","19127 SANTA MARIA AVENUE",2010-03-24,37.705809,-122.078445
"2355","CALIFORNIA","ALAMEDA","FREMONT","35856 TOLEDO COURT",2006-07-28,37.563749,-122.025733
"2356","CALIFORNIA","ALAMEDA","HAYWARD","1032 CENTRAL BLVD",2004-06-09,37.657786,-122.068733
"2357","CALIFORNIA","ALAMEDA","HAYWARD","231 CULP AVE",2004-08-29,37.652032,-122.078647
"2358","CALIFORNIA","ALAMEDA","HAYWARD","27948 PUEBLO SERENA WAY",2006-01-09,37.622156,-122.097166
"2359","CALIFORNIA","ALAMEDA","HAYWARD","333 JACKSON ST 219",2004-03-12,37.660906,-122.085028
"2360","CALIFORNIA","ALAMEDA","HAYWARD","698 OVERHILL DRIVE",2008-05-16,37.63188,-122.046226
"2361","CALIFORNIA","ALAMEDA","NEWARK","37120 SPRUCE ST G",2004-02-29,37.525634,-122.044676
"2362","CALIFORNIA","ALAMEDA","OAKLAND","923 39TH STREET",2008-11-25,37.829978,-122.274648
"2363","CALIFORNIA","ALAMEDA","PLEASANTON","6443 ALISAL ST",2005-01-19,37.637083,-121.870714
"2364","CALIFORNIA","ALAMEDA","PLEASANTON","818 ANGELA STREET",2010-03-10,37.654442,-121.864138
"2365","CALIFORNIA","ALAMEDA","SAN LEANDRO","14446 ELM ST",2005-05-31,37.698907,-122.163436
"2366","CALIFORNIA","ALAMEDA","SAN LEANDRO","1553 SANTA MARIA ROAD",2007-11-28,37.724322,-122.149054
"2367","CALIFORNIA","ALAMEDA","SAN LEANDRO","1735 138TH AVE",2004-02-18,37.717939,-122.136684
"2368","CALIFORNIA","ALAMEDA","SAN LEANDRO","872 DONOVAN DR",2005-05-04,37.723034,-122.175678
"2369","CALIFORNIA","ALAMEDA","SAN LORENZO","1302 VIA SAN JUAN STREET",2007-10-25,37.678479,-122.126072
"2370","CALIFORNIA","ALAMEDA","SAN LORENZO","16150 ARRIBA VIADUCT",2009-04-08,37.677019,-122.126379
"2371","CALIFORNIA","ALAMEDA","SAN LORENZO","17283 VIA ANNETTE DR",2004-02-06,37.678479,-122.126072
"2372","CALIFORNIA","ALAMEDA","UNION CITY","2351 HARTFORD DRIVE",2006-04-07,37.592299,-122.03182
"2373","CALIFORNIA","ALAMEDA","UNION CITY","32673 BRENDA WAY 3",2004-09-28,37.593118,-122.05006
"2374","CALIFORNIA","BUTTE","BIGGS","2164 LARKIN",2004-04-09,39.384431,-121.654297
"2375","CALIFORNIA","BUTTE","BIGGS","488 G ST",2004-10-26,39.417201,-121.713139
"2376","CALIFORNIA","BUTTE","CHICO","1024 NEAL DOW AVENUE",2008-06-07,39.746118,-121.829143
"2377","CALIFORNIA","BUTTE","CHICO","1056 E 8TH ST",2005-03-18,39.731996,-121.827073
"2378","CALIFORNIA","BUTTE","CHICO","1402 POMONA LN",2005-11-17,39.715881,-121.847251
"2379","CALIFORNIA","BUTTE","CHICO","1735 MAGNOLIA AVENUE",2007-02-26,39.744304,-121.852601
"2380","CALIFORNIA","BUTTE","CHICO","453 POSADA WAY 12",2004-08-04,39.766644,-121.862015
"2381","CALIFORNIA","BUTTE","CHICO","696 7TH E ST",2005-10-19,39.728956,-121.838779
"2382","CALIFORNIA","BUTTE","CHICO","729 NORD AVENUE",2008-09-30,39.729555,-121.856328
"2383","CALIFORNIA","BUTTE","CHICO","853 E 7TH ST",2004-07-14,39.731366,-121.829836
"2384","CALIFORNIA","BUTTE","CHICO","939 W EAST AVE 4",2004-04-19,39.746749,-121.877805
"2385","CALIFORNIA","BUTTE","CHICO","965 KAREN DRIVE",2008-06-09,39.749071,-121.822012
"2386","CALIFORNIA","BUTTE","CHICO","997 E 16TH ST",2005-12-15,39.726069,-121.816301
"2387","CALIFORNIA","BUTTE","DURHAM","8200 DURNEL DRIVE",2010-05-22,39.602998,-121.801003
"2388","CALIFORNIA","BUTTE","DURHAM","9606 FIMPLE RD",2005-07-15,39.645937,-121.80155
"2389","CALIFORNIA","BUTTE","GRIDLEY","124 EAST GRIDLEY ROAD",2010-05-14,39.363253,-121.682231
"2390","CALIFORNIA","BUTTE","GRIDLEY","233 KENTUCKY STREET",2006-02-21,39.361003,-121.695518
"2391","CALIFORNIA","BUTTE","GRIDLEY","275 KENTUCKY ST",2006-02-21,39.361061,-121.695539
"2392","CALIFORNIA","BUTTE","HONCUT","16 TRUXTON COURT",2008-09-02,39.32654,-121.535559
"2393","CALIFORNIA","BUTTE","MAGALIA","14723 GOLD CONE DR",2004-09-21,39.844997,-121.584801
"2394","CALIFORNIA","BUTTE","MAGALIA","3 JORDAN HILL RD",2004-03-31,39.825615,-121.568594
"2395","CALIFORNIA","BUTTE","OROVILLE","110 GREENBACK DR",2004-02-05,39.512339,-121.554608
"2396","CALIFORNIA","BUTTE","OROVILLE","1130 TEHAMA ST",2005-01-12,39.515399,-121.590084
"2397","CALIFORNIA","BUTTE","OROVILLE","126 CANYON HIGHLANDS DR",2004-05-05,39.513447,-121.530709
"2398","CALIFORNIA","BUTTE","OROVILLE","1616 ORO DAM BOULEVARD",2007-10-29,39.50257,-121.556307
"2399","CALIFORNIA","BUTTE","OROVILLE","165 HURLES CIRCLE",2007-03-18,39.495833,-121.376918
"2400","CALIFORNIA","BUTTE","OROVILLE","1660 20TH STREET",2008-01-31,39.51245,-121.609187
"2401","CALIFORNIA","BUTTE","OROVILLE","1840 7TH STREET",2008-09-17,39.516195,-121.580589
"2402","CALIFORNIA","BUTTE","OROVILLE","1915 PLUMAS ST",2005-06-09,39.518893,-121.60752
"2403","CALIFORNIA","BUTTE","OROVILLE","1940 HELMAN ST",2004-02-04,39.484162,-121.552637
"2404","CALIFORNIA","BUTTE","OROVILLE","1960 ROSE STREET",2009-04-07,39.486098,-121.552012
"2405","CALIFORNIA","BUTTE","OROVILLE","208 MISTY VIEW LN",2004-05-10,39.446494,-121.454103
"2406","CALIFORNIA","BUTTE","OROVILLE","2349 VIA MADERO",2007-09-11,39.474113,-121.537533
"2407","CALIFORNIA","BUTTE","OROVILLE","2437 ORO QUINCY HWY",2004-03-17,39.509101,-121.531493
"2408","CALIFORNIA","BUTTE","OROVILLE","2720 ORO DAM BLVD 6A",2004-08-03,39.512339,-121.554608
"2409","CALIFORNIA","BUTTE","OROVILLE","2750 DE BANGAR HWY",2004-07-21,39.512339,-121.554608
"2410","CALIFORNIA","BUTTE","OROVILLE","2794 OAK KNOLL WAY",2005-11-30,39.484142,-121.516602
"2411","CALIFORNIA","BUTTE","OROVILLE","3 ALVERDA DRIVE",2008-05-13,39.466516,-121.51665
"2412","CALIFORNIA","BUTTE","OROVILLE","4210 ORO BANGOR HIGHWAY",2007-06-01,39.479182,-121.481574
"2413","CALIFORNIA","BUTTE","OROVILLE","5075 LOWER WYANDOTTE AVENUE",2009-04-07,39.480866,-121.530558
"2414","CALIFORNIA","BUTTE","OROVILLE","91 TOYON HILLS DRIVE",2007-02-23,39.558082,-121.355455
"2415","CALIFORNIA","BUTTE","PALERMO","2398 LOUIS AVENUE",2007-08-27,39.435324,-121.543192
"2416","CALIFORNIA","BUTTE","PARADISE","538 CASTLE",2004-07-23,39.766815,-121.633661
"2417","CALIFORNIA","BUTTE","PARADISE","5955 HAZEL WAY",2006-05-25,39.762609,-121.590513
"2418","CALIFORNIA","BUTTE","PARADISE","6441 MOSS LN",2004-03-31,39.778838,-121.596003
"2419","CALIFORNIA","CALAVERAS","MOUNTAIN RANCH","5645 DOSTER RD",2004-12-20,38.256123,-120.635458
"2420","CALIFORNIA","CONTRA COSTA","ANTIOCH","1927 BIRCH AVE",2004-12-12,38.003043,-121.804363
"2421","CALIFORNIA","CONTRA COSTA","BAY POINT","71 MOUNTAIN VIEW AVENUE",2011-03-22,38.024165,-121.930061
"2422","CALIFORNIA","CONTRA COSTA","BRENTWOOD","638 SUMMERWOOD DRIVE",2010-02-11,37.934875,-121.720125
"2423","CALIFORNIA","CONTRA COSTA","CROCKETT","815 1ST AVENUE",2010-12-09,38.052099,-122.224544
"2424","CALIFORNIA","CONTRA COSTA","EL SOBRANTE","2211 RANCHO ROAD",2007-09-20,37.984515,-122.294214
"2425","CALIFORNIA","CONTRA COSTA","MARTINEZ","625 MARINA VISTA ST",2005-03-22,38.0182,-122.138102
"2426","CALIFORNIA","CONTRA COSTA","RICHMOND","2420 ESMOND AVENUE",2006-12-05,37.945145,-122.344894
"2427","CALIFORNIA","CONTRA COSTA","RICHMOND","712 BRADFORD DRIVE",2008-07-29,37.985476,-122.354583
"2428","CALIFORNIA","CONTRA COSTA","RODEO","1120 4TH ST",2004-07-08,38.033754,-122.261615
"2429","CALIFORNIA","DEL NORTE","CRESCENT CITY","1733 WILDWOOD LN",2004-04-14,41.776901,-124.203658
"2430","CALIFORNIA","EL DORADO","EL DORADO","6841 UNION MINE RD",2004-04-29,38.610277,-120.841594
"2431","CALIFORNIA","FRESNO","CARUTHERS","14594 SOUTH ELM AVENUE",2006-11-28,36.523645,-119.791045
"2432","CALIFORNIA","FRESNO","CLOVIS","287 WEST BARSTOW AVENUE 125B",2012-10-26,36.815744,-119.71559
"2433","CALIFORNIA","FRESNO","COALINGA","47932 LOST HILLS RD",2004-08-30,36.114762,-120.336628
"2434","CALIFORNIA","FRESNO","DOS PALOS","43186 MERRILL AVENUE",2010-04-15,36.952456,-120.566899
"2435","CALIFORNIA","FRESNO","FOWLER","6424 SOUTH FOWLER AVENUE",2007-08-21,36.642767,-119.68214
"2436","CALIFORNIA","FRESNO","FRESNO","117",2014-01-06,36.731654,-119.785856
"2437","CALIFORNIA","FRESNO","FRESNO","12884 S ELM AVE",2004-07-15,36.548948,-119.790988
"2438","CALIFORNIA","FRESNO","FRESNO","1315 E CORNELL",2004-07-15,36.777697,-119.794902
"2439","CALIFORNIA","FRESNO","FRESNO","201",2014-01-14,36.731654,-119.785856
"2440","CALIFORNIA","FRESNO","FRESNO","2540 NORTH FLOYD AVENUE",2006-11-24,36.771822,-119.997261
"2441","CALIFORNIA","FRESNO","FRESNO","3001 WEST SWIFT AVE AVENUE 104",2013-08-06,36.731654,-119.785856
"2442","CALIFORNIA","FRESNO","FRESNO","4409 EAST HEDGES AVENUE A",2008-12-16,36.759541,-119.751989
"2443","CALIFORNIA","FRESNO","FRESNO","4822 E MONO ST",2005-06-09,36.736881,-119.735309
"2444","CALIFORNIA","FRESNO","FRESNO","7090 N FRUIT AVE 140",2004-07-29,36.83878,-119.817343
"2445","CALIFORNIA","FRESNO","FRESNO","8971 MOUNTAIN VIEW",2006-12-13,36.731654,-119.785856
"2446","CALIFORNIA","FRESNO","FRESNO","AVENUE 102",2014-01-21,36.731654,-119.785856
"2447","CALIFORNIA","FRESNO","REEDLEY","20069 CLAYTON AVENUE",2007-12-08,36.63989,-119.430325
"2448","CALIFORNIA","FRESNO","REEDLEY","22134 E HOGAN AVE",2004-01-15,36.672632,-119.3911
"2449","CALIFORNIA","FRESNO","SAN JOAQUIN","2243 ELDORADO S B",2006-03-10,36.60665,-120.187427
"2450","CALIFORNIA","FRESNO","SQUAW VALLEY","46992 CREEKSIDE ROAD",2013-11-18,36.686286,-119.136927
"2451","CALIFORNIA","GLENN","WILLOWS","5627 COUNTY ROAD 69",2004-05-12,39.465605,-122.211568
"2452","CALIFORNIA","HUMBOLDT","ARCATA","258 LUPIN AVENUE",2006-08-30,40.851832,-124.165104
"2453","CALIFORNIA","HUMBOLDT","BLUE LAKE","113 RAYMAR AVE",2005-05-09,40.880942,-123.982083
"2454","CALIFORNIA","HUMBOLDT","EUREKA","1034 14TH ST",2005-06-06,40.795484,-124.157884
"2455","CALIFORNIA","HUMBOLDT","EUREKA","1323 SUMMER STREET",2006-06-15,40.794418,-124.174067
"2456","CALIFORNIA","HUMBOLDT","EUREKA","1984 GAGE LN",2004-04-27,40.761401,-124.147804
"2457","CALIFORNIA","HUMBOLDT","FORTUNA","1788 PENN AVE",2004-03-02,40.564938,-124.134922
"2458","CALIFORNIA","HUMBOLDT","MCKINLEYVILLE","2331 CENTRAL AVE 4",2004-03-25,40.947385,-124.100972
"2459","CALIFORNIA","IMPERIAL","HOLTVILLE","2300 SLAYTON RD",2004-02-05,32.818406,-115.371578
"2460","CALIFORNIA","IMPERIAL","HOLTVILLE","819 1/2 FERN AVE",2006-03-20,32.816917,-115.378963
"2461","CALIFORNIA","IMPERIAL","HOLTVILLE","819 1/2 FERN ST",2004-01-28,32.816917,-115.378963
"2462","CALIFORNIA","IMPERIAL","SEELEY","2205 HASKELL RD",2004-07-20,32.791877,-115.688234
"2463","CALIFORNIA","KERN","BAKERSFIELD","101 AGARNSEY LN",2006-03-20,35.373405,-119.018911
"2464","CALIFORNIA","KERN","BAKERSFIELD","109 CLYDE STREET",2006-04-26,35.355887,-118.987483
"2465","CALIFORNIA","KERN","BAKERSFIELD","200 MIRAFLORES",2006-02-28,35.295338,-119.005636
"2466","CALIFORNIA","KERN","BAKERSFIELD","200 MIRAFLORES AVENUE",2007-03-18,35.295345,-119.0046
"2467","CALIFORNIA","KERN","BAKERSFIELD","218 EL TEJON AVENUE",2011-07-08,35.418195,-119.025281
"2468","CALIFORNIA","KERN","BAKERSFIELD","2314 CENTER ST",2005-10-19,35.372174,-118.965646
"2469","CALIFORNIA","KERN","BAKERSFIELD","2600 NORMAN AVE",2004-05-26,35.33545,-119.031529
"2470","CALIFORNIA","KERN","BAKERSFIELD","2714 ALLEN RD",2005-03-22,35.384772,-119.145476
"2471","CALIFORNIA","KERN","BAKERSFIELD","321 OAKDALE DR",2005-03-15,35.359762,-119.040446
"2472","CALIFORNIA","KERN","BAKERSFIELD","3801 NEWCOMBE COURT",2011-03-03,35.315226,-119.044959
"2473","CALIFORNIA","KERN","BAKERSFIELD","3804 LA TONIA COURT",2011-03-03,35.309689,-119.043664
"2474","CALIFORNIA","KERN","BAKERSFIELD","7601 REDBANK",2011-12-13,35.339774,-118.919268
"2475","CALIFORNIA","KERN","BAKERSFIELD","8614 FULLER",2004-02-22,35.300035,-118.908927
"2476","CALIFORNIA","KERN","BAKERSFIELD","8614 FULLER",2004-06-18,35.300035,-118.908927
"2477","CALIFORNIA","KERN","BAKERSFIELD","8TH STREET",2009-06-22,35.364524,-119.004708
"2478","CALIFORNIA","KERN","DELANO","1305 20TH AVE",2004-02-04,35.783143,-119.241558
"2479","CALIFORNIA","KERN","JOHANNESBURG","405 BROADWAY AVENUE",2008-10-09,35.372236,-117.6335
"2480","CALIFORNIA","KERN","LAKE ISABELLA","3105 WENYOR",2004-09-21,35.632991,-118.466552
"2481","CALIFORNIA","KERN","LAMONT","10224 SAN EMIDIO STREET",2007-07-11,35.262194,-118.921722
"2482","CALIFORNIA","KERN","LAMONT","8008 MIDDLETON LANE",2008-05-19,35.241897,-118.915269
"2483","CALIFORNIA","KERN","RIDGECREST","345 WEST MOYER AVENUE",2007-06-04,35.645269,-117.675822
"2484","CALIFORNIA","KERN","RIDGECREST","709 W ATKINS AVE",2004-12-09,35.650752,-117.685355
"2485","CALIFORNIA","KERN","SHAFTER","18478 S SHAFTER AVE",2004-01-23,35.499059,-119.278367
"2486","CALIFORNIA","KERN","SHAFTER","31396 BURBANK AVE",2004-06-12,35.470651,-119.239078
"2487","CALIFORNIA","KERN","TAFT","217 LIERLY ST",2005-06-20,35.134724,-119.462256
"2488","CALIFORNIA","KERN","TAFT","412 KERN ST",2004-08-26,35.142398,-119.457248
"2489","CALIFORNIA","KINGS","HANFORD","11111 9 3/4 AVENUE",2007-04-16,36.311607,-119.630218
"2490","CALIFORNIA","KINGS","UNINCORPORATED CITY","6260 BARSTOW AVE",2004-05-21,36.474129,-119.558044
"2491","CALIFORNIA","LAKE","CLEARLAKE","13660 EAST LAKE DR",2004-04-19,38.9811,-122.657688
"2492","CALIFORNIA","LAKE","CLEARLAKE","13820 MANAKEE DRIVE",2010-01-20,38.968133,-122.654082
"2493","CALIFORNIA","LAKE","CLEARLAKE","15888 19TH ST",2004-04-28,38.936756,-122.613169
"2494","CALIFORNIA","LAKE","CLEARLAKE","16537 35TH AVE",2005-06-18,38.947153,-122.604536
"2495","CALIFORNIA","LAKE","FINLEY","3424 STONE DR",2004-09-15,39.004398,-122.874397
"2496","CALIFORNIA","LAKE","LAKEPORT","525 ESPLANADE ST",2004-01-27,39.037823,-122.91421
"2497","CALIFORNIA","LAKE","LOWER LAKE","10243 SIEGLER CANYON RD",2004-11-17,38.911326,-122.609264
"2498","CALIFORNIA","LAKE","NICE","6643 COLLIER",2006-02-15,39.122986,-122.845754
"2499","CALIFORNIA","LOS ANGELES","ARTESIA","11635 ARTESIA BOULEVARD",2013-05-01,33.87307,-118.086231
"2500","CALIFORNIA","LOS ANGELES","BALDWIN PARK","3109 ROBINETTE AVE",2004-09-28,34.068444,-117.985897
"2501","CALIFORNIA","LOS ANGELES","BALDWIN PARK","4442 EDRA AVENUE",2008-06-16,34.093373,-117.966005
"2502","CALIFORNIA","LOS ANGELES","BELL","3717 BELL AVENUE",2009-06-06,33.975697,-118.199277
"2503","CALIFORNIA","LOS ANGELES","BELL GARDENS","7534 PURDY STREET",2010-05-01,33.964884,-118.161827
"2504","CALIFORNIA","LOS ANGELES","BELLFLOWER","17122 DOWNEY AVENUE",2008-11-02,33.878071,-118.151255
"2505","CALIFORNIA","LOS ANGELES","BEVERLY HILLS","712 NORTH REXFORD DRIVE",2013-06-01,34.080767,-118.40652
"2506","CALIFORNIA","LOS ANGELES","CERRITOS","12513 SANDY CREEK LANE",2007-03-09,33.885102,-118.065804
"2507","CALIFORNIA","LOS ANGELES","CITY OF COMMERCE","5820 RAMON CT",2005-04-14,33.976494,-118.13008
"2508","CALIFORNIA","LOS ANGELES","COMPTON","1016 POINSETTIA S AVE",2004-03-10,33.895891,-118.224366
"2509","CALIFORNIA","LOS ANGELES","COVINA","19850 ARROW HIGHWAY",2006-08-06,34.106676,-117.864864
"2510","CALIFORNIA","LOS ANGELES","COVINA","444 CITRUS N AVE",2004-01-13,34.086248,-117.890145
"2511","CALIFORNIA","LOS ANGELES","DIAMOND BAR","2620 CASTLEROCK ROAD",2006-08-01,33.977558,-117.837781
"2512","CALIFORNIA","LOS ANGELES","DIAMOND BAR","749 FEATHERWOOD DRIVE",2007-11-01,34.029564,-117.788776
